,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
85,Codrington,-38.27,141.97,9.02,71,37,6.88,AU,1596229862
86,Payson,40.04,-111.73,38.33,8,40,2.1,US,1596229862
87,Arraial do Cabo,-22.97,-42.03,21.0,73,75,4.6,BR,1596229586
88,Lebu,-37.62,-73.65,11.78,71,100,6.36,CL,1596229863
89,Severo-Kuril'sk,50.68,156.12,11.66,82,32,7.14,RU,1596229863
90,Kizner,56.27,51.51,12.59,92,90,2.13,RU,1596229863
91,Port Alfred,-33.59,26.89,14.23,75,0,2.74,ZA,1596229648
92,Hobart,-42.88,147.33,10.0,81,100,4.1,AU,1596229615
93,Vanimo,-2.67,141.3,25.98,81,20,0.77,PG,1596229864
94,Bengkulu,-3.8,102.27,23.13,89,56,2.32,ID,1596229864
95,Chiredzi,-21.05,31.67,14.92,60,0,1.37,ZW,1596229864
96,Padang,-0.95,100.35,24.64,78,49,1.51,ID,1596229864
97,Kandrian,-6.22,149.55,25.0,79,84,6.76,PG,1596229749
98,Husavik,66.04,-17.34,10.0,87,75,3.1,IS,1596229865
99,Homer,59.64,-151.55,18.0,55,90,2.6,US,1596229865
100,Kapaa,22.08,-159.32,28.0,65,75,7.7,US,1596229865
101,Bonavista,48.65,-53.11,13.33,72,100,0.89,CA,1596229865
102,Gogrial,8.53,28.1,22.93,91,53,1.27,SS,1596229865
103,Aquiraz,-3.9,-38.39,28.0,61,20,6.7,BR,1596229866
104,Rawson,-43.3,-65.1,11.92,47,27,6.31,AR,1596229783
105,Kenai,60.55,-151.26,18.89,68,90,4.1,US,1596229866
106,Sitka,57.05,-135.33,23.0,53,75,2.1,US,1596229679
107,Bahía Honda,22.9,-83.16,30.34,67,8,6.58,CU,1596229866
108,Saskylakh,71.92,114.08,15.23,68,0,1.63,RU,1596229866
109,Kruisfontein,-34.0,24.73,10.0,91,0,2.09,ZA,1596229867
110,Sterling,39.01,-77.43,26.11,74,90,2.6,US,1596229834
111,Ndago,-4.6,34.35,18.37,62,0,6.44,TZ,1596229867
112,Berlevåg,70.86,29.09,8.0,93,75,2.6,NO,1596229867
113,Tocopilla,-22.09,-70.2,19.96,42,11,0.71,CL,1596229867
114,Meghraj,23.5,73.5,27.62,84,100,3.45,IN,1596229868
115,Castro,-24.79,-50.01,13.11,83,86,2.75,BR,1596229868
116,Qaanaaq,77.48,-69.36,5.53,64,0,1.38,GL,1596229868
117,Butaritari,3.07,172.79,28.29,73,79,3.56,KI,1596229868
118,Azángaro,-14.92,-70.22,17.71,22,15,2.04,PE,1596229868
119,Nanortalik,60.14,-45.24,7.28,77,99,4.64,GL,1596229869
120,Great Falls,47.5,-111.3,31.67,31,1,4.6,US,1596229821
121,Fairlie,55.76,-4.86,16.67,92,100,0.45,GB,1596229869
122,Saint-Philippe,-21.36,55.77,21.0,73,20,3.1,RE,1596229869
123,Benjamin Constant,-4.38,-70.03,32.0,55,40,1.5,BR,1596229869
124,Abhā,18.22,42.51,18.0,100,75,5.1,SA,1596229656
125,Pangnirtung,66.15,-65.71,14.0,82,75,6.7,CA,1596229741
126,Mahon,39.89,4.27,26.0,88,0,2.4,ES,1596229750
127,Simao,22.79,100.97,18.73,93,49,0.57,CN,1596229870
128,Albany,42.6,-73.97,32.78,34,9,0.45,US,1596229739
129,Hithadhoo,-0.6,73.08,28.15,76,100,4.82,MV,1596229623
130,Talnakh,69.49,88.4,15.0,93,99,4.0,RU,1596229871
131,Yulara,-25.24,130.99,5.0,35,0,3.1,AU,1596229871
132,Kannauj,27.05,79.92,30.59,70,94,2.38,IN,1596229871
133,Mar del Plata,-38.0,-57.56,13.0,62,0,4.1,AR,1596229648
134,Sangmélima,2.93,11.98,19.88,98,28,2.02,CM,1596229871
135,Grindavik,63.84,-22.43,11.0,93,90,7.7,IS,1596229871
136,Harper,4.38,-7.72,24.25,85,86,5.39,LR,1596229872
137,Sibolga,1.74,98.78,24.5,83,99,1.5,ID,1596229872
138,Ambon City,-3.7,128.18,25.56,15,62,0.89,ID,1596229872
139,Sobolevo,54.43,31.9,11.68,95,31,3.43,RU,1596229872
140,Chincha Alta,-13.41,-76.13,17.0,77,20,4.6,PE,1596229616
141,Fortuna,40.6,-124.16,18.89,16,15,3.13,US,1596229873
142,Thompson,55.74,-97.86,21.0,68,75,4.6,CA,1596229873
143,Uspenka,48.39,39.16,17.98,92,100,1.75,UA,1596229873
144,Ostrovnoy,68.05,39.51,11.24,92,100,5.32,RU,1596229873
145,Andenes,69.31,16.12,13.0,93,75,6.2,NO,1596229675
146,Haines Junction,60.75,-137.51,26.29,33,73,0.91,CA,1596229873
147,General Pico,-35.66,-63.76,13.8,46,72,2.72,AR,1596229874
148,Chute-aux-Outardes,49.12,-68.4,17.0,93,90,1.5,CA,1596229874
149,Quelimane,-17.88,36.89,18.57,80,28,2.51,MZ,1596229874
150,Terney,45.05,136.61,19.2,91,99,1.66,RU,1596229874
151,Tasiilaq,65.61,-37.64,8.0,65,0,2.1,GL,1596229874
152,Vestmannaeyjar,63.44,-20.27,12.02,92,100,5.24,IS,1596229874
153,Port Keats,-14.25,129.55,15.82,45,65,3.08,AU,1596229863
154,Iranshahr,27.2,60.68,36.0,44,1,3.1,IR,1596229875
155,Pisco,-13.7,-76.22,17.0,77,20,4.6,PE,1596229704
156,Narasannapeta,18.42,84.05,27.84,83,25,1.99,IN,1596229875
157,Soyo,-6.13,12.37,22.4,82,0,3.95,AO,1596229695
158,Bowen,-20.02,148.23,17.78,82,90,4.1,AU,1596229875
159,Mogadishu,2.04,45.34,25.42,77,91,9.36,SO,1596229673
160,Lakatoro,-16.1,167.42,24.0,100,75,5.52,VU,1596229876
161,Ayan,56.45,138.17,12.51,92,100,1.22,RU,1596229876
162,Cidreira,-30.18,-50.21,14.94,88,28,5.18,BR,1596229876
163,Faanui,-16.48,-151.75,26.11,83,0,6.4,PF,1596229682
164,Bilibino,68.05,166.44,9.42,73,100,1.73,RU,1596229876
165,Souillac,-20.52,57.52,22.0,83,40,3.6,MU,1596229877
166,Antofagasta,-23.65,-70.4,15.0,72,0,3.1,CL,1596229877
167,Saint-Augustin,51.23,-58.65,13.94,89,100,7.12,CA,1596229877
168,Luanda,-8.84,13.23,21.0,88,20,2.6,AO,1596229877
169,Srednekolymsk,67.45,153.68,11.65,67,96,2.67,RU,1596229878
170,Sennar,13.57,33.57,24.26,83,100,4.21,SD,1596229878
171,Sokoto,13.06,5.24,27.48,65,0,4.51,NG,1596229876
172,Flin Flon,54.77,-101.86,25.0,38,75,5.7,CA,1596229878
173,Bulgan,48.81,103.53,12.3,90,100,2.6,MN,1596229878
174,Xai-Xai,-25.05,33.64,16.99,80,0,2.19,MZ,1596229879
175,Chuguyevka,44.17,133.86,20.51,86,100,1.83,RU,1596229879
176,Nsoko,-27.03,31.95,13.0,93,0,2.6,SZ,1596229879
177,Caravelas,-17.71,-39.25,21.48,85,70,4.39,BR,1596229879
178,Raudeberg,61.99,5.14,18.0,87,68,2.1,NO,1596229879
179,Port Elizabeth,-33.92,25.57,10.0,91,0,2.77,ZA,1596229880
180,Batagay-Alyta,67.8,130.41,12.84,56,0,0.37,RU,1596229880
181,Lewisporte,49.25,-55.05,18.89,100,90,6.7,CA,1596229880
182,Sabang,5.89,95.32,28.76,71,100,7.16,ID,1596229720
183,Vangaindrano,-23.35,47.6,16.57,85,11,2.06,MG,1596229881
184,Amontada,-3.36,-39.83,27.32,49,57,3.06,BR,1596229881
185,Jiuquan,39.74,98.52,17.27,29,0,1.0,CN,1596229881
186,Assiut,27.18,31.18,33.0,36,0,5.7,EG,1596229881
187,Saint George,37.1,-113.58,42.78,9,1,2.6,US,1596229601
188,Poum,-20.23,164.02,21.47,81,4,13.3,NC,1596229882
189,Pemangkat,1.17,108.97,23.59,83,100,4.39,ID,1596229882
190,Igarka,67.47,86.58,11.92,94,5,7.25,RU,1596229882
191,Dunedin,-45.87,170.5,12.22,77,100,1.79,NZ,1596229599
192,Palana,59.12,159.97,12.28,81,79,5.95,RU,1596229882
193,Pohrebyshche,49.49,29.26,14.15,83,3,3.15,UA,1596229805
194,Kysyl-Syr,63.9,122.76,14.09,69,0,1.34,RU,1596229883
195,Deputatsky,69.3,139.9,9.24,79,43,1.12,RU,1596229883
196,Itarema,-2.92,-39.92,26.11,69,71,6.85,BR,1596229754
197,Elko,41.0,-115.5,37.78,3,0,4.47,US,1596229883
198,Tel Aviv-Yafo,32.08,34.78,27.0,78,0,1.5,IL,1596229865
199,Nemuro,43.32,145.57,17.69,92,74,1.18,JP,1596229883
200,Szentgotthárd,46.95,16.27,23.89,57,2,0.45,HU,1596229884
201,Tambura,5.6,27.47,20.75,93,39,0.45,SS,1596229884
202,Alofi,-19.06,-169.92,24.0,64,20,5.1,NU,1596229884
203,Umm Hājar,13.3,19.7,29.36,61,8,0.5,TD,1596229884
204,Upernavik,72.79,-56.15,7.56,62,72,5.88,GL,1596229884
205,Maumere,-8.62,122.21,22.71,77,72,2.72,ID,1596229885
206,Kudahuvadhoo,2.67,72.89,28.45,77,100,6.06,MV,1596229885
207,Kavaratti,10.57,72.64,28.24,78,100,10.25,IN,1596229885
208,Salamiyah,35.01,37.05,23.85,63,0,5.03,SY,1596229885
209,Klaksvík,62.23,-6.59,13.0,100,100,7.2,FO,1596229885
210,Santa Cruz de la Sierra,-17.8,-63.17,28.0,37,20,3.6,BO,1596229885
211,Stromness,58.97,-3.3,14.44,87,100,9.3,GB,1596229886
212,Buckeye,33.37,-112.58,44.44,16,0,4.6,US,1596229701
213,Cache Creek,50.81,-121.32,28.33,39,20,3.1,CA,1596229886
214,Saint Paul Harbor,57.79,-152.41,14.0,93,90,4.6,US,1596229886
215,Tarakan,3.3,117.63,25.35,68,100,3.0,ID,1596229660
216,Tubualá,9.52,-79.03,31.0,62,75,3.1,PA,1596229886
217,Te Anau,-45.42,167.72,8.18,88,100,0.33,NZ,1596229650
218,Roi Et,16.06,103.65,26.14,86,100,5.75,TH,1596229887
219,Whitehorse,60.72,-135.05,25.56,33,40,5.1,CA,1596229887
220,Fairbanks,64.84,-147.72,22.22,52,75,1.5,US,1596229591
221,Ulladulla,-35.35,150.47,7.78,87,81,2.6,AU,1596229887
222,Ca Mau,9.18,105.15,25.82,87,100,5.55,VN,1596229887
223,Shizunai-furukawachō,42.33,142.37,19.6,88,34,1.27,JP,1596229888
224,Qasigiannguit,68.82,-51.19,9.0,70,100,8.7,GL,1596229888
225,Mahébourg,-20.41,57.7,22.0,83,40,3.6,MU,1596229888
226,Santa Maria,-29.68,-53.81,14.3,90,42,1.08,BR,1596229795
227,Kaupanger,61.18,7.24,16.0,72,100,2.1,NO,1596229888
228,Leningradskiy,69.38,178.42,3.29,84,99,2.93,RU,1596229888
229,Khatanga,71.97,102.5,16.38,56,82,5.11,RU,1596229889
230,Sergeevka,53.88,67.42,18.57,69,59,4.22,KZ,1596229889
231,Biharia,47.15,21.92,22.22,78,13,2.6,RO,1596229889
232,Paraná,-31.73,-60.52,17.78,49,0,2.58,AR,1596229751
233,Ust'-Ishim,57.69,71.17,14.86,98,73,2.24,RU,1596229889
234,Manta,-0.95,-80.73,25.0,78,90,7.2,EC,1596229890
235,Japura,-0.32,102.35,23.17,95,100,0.66,ID,1596229890
236,Listvyanka,51.85,104.87,17.0,100,40,4.0,RU,1596229890
237,Acajutla,13.59,-89.83,30.56,62,79,1.34,SV,1596229596
238,Papar,5.73,115.93,24.0,94,20,1.5,MY,1596229890
239,Karratha,-20.74,116.85,19.37,33,0,3.98,AU,1596229890
240,Mongo,12.18,18.69,26.26,71,10,2.68,TD,1596229891
241,Tiksi,71.69,128.87,4.7,83,29,1.72,RU,1596229625
242,Victor Harbor,-35.57,138.62,13.33,63,21,6.84,AU,1596229691
243,Parrita,9.52,-84.32,28.0,69,75,1.0,CR,1596229891
244,Hofn,64.25,-15.21,11.32,93,100,8.05,IS,1596229891
245,Wad Rāwah,15.16,33.14,24.37,88,100,6.01,SD,1596229891
246,Vanavara,60.34,102.28,15.19,90,94,2.42,RU,1596229892
247,Oistins,13.07,-59.53,30.0,66,20,6.2,BB,1596229892
248,Manggar,-2.88,108.27,25.3,79,100,3.34,ID,1596229892
249,Balabac,7.99,117.06,27.97,79,100,4.93,PH,1596229892
250,Cabo San Lucas,22.89,-109.91,32.0,51,20,4.6,MX,1596229893
251,Hobyo,5.35,48.53,25.51,75,1,13.19,SO,1596229893
252,Chervone,49.96,28.86,13.31,90,0,2.93,UA,1596229893
253,Datong,40.09,113.29,20.49,73,1,1.72,CN,1596229893
254,Lebedyan',53.02,39.17,16.0,72,20,2.0,RU,1596229893
255,Ust-Nera,64.57,143.2,15.19,41,89,1.99,RU,1596229894
256,Kodinsk,58.69,99.18,13.51,88,10,1.32,RU,1596229708
257,Kalnciems,56.8,23.61,17.0,88,7,4.1,LV,1596229894
258,Enid,36.4,-97.88,29.44,48,20,5.7,US,1596229824
259,Oranjemund,-28.55,16.43,21.48,23,0,3.91,NA,1596229894
260,Strzegom,50.96,16.35,14.44,80,16,0.8,PL,1596229894
261,Clyde River,70.47,-68.59,7.0,100,90,3.6,CA,1596229895
262,Evensk,61.95,159.23,15.01,57,77,7.31,RU,1596229895
263,Santa Cruz del Sur,20.71,-78.0,29.75,72,88,3.78,CU,1596229895
264,Pierre,44.37,-100.35,35.0,31,20,5.7,US,1596229685
265,Ronneby,56.21,15.28,15.0,93,45,1.0,SE,1596229895
266,Margate,51.38,1.39,24.44,59,89,0.45,GB,1596229625
267,Salekhard,66.53,66.6,11.88,72,92,2.08,RU,1596229896
268,Ruwi,23.6,58.55,31.0,89,7,1.0,OM,1596229896
269,Salalah,17.02,54.09,28.0,94,75,2.6,OM,1596229896
270,Dubai,25.26,55.3,37.0,47,21,3.6,AE,1596229805
271,Abalak,58.13,68.59,15.11,98,100,1.85,RU,1596229897
272,Longyearbyen,78.22,15.64,10.0,81,0,1.79,SJ,1596229897
273,Palimbang,6.21,124.19,25.72,75,98,1.71,PH,1596229897
274,Jalu,29.03,21.55,28.33,45,0,7.8,LY,1596229661
275,Airai,-8.93,125.41,10.58,62,89,1.48,TL,1596229897
276,São José de Ribamar,-2.56,-44.05,32.0,43,80,1.5,BR,1596229678
277,Yuancheng,36.65,107.79,21.38,77,95,1.83,CN,1596229898
278,Pāliyād,22.25,71.57,28.43,80,100,5.22,IN,1596229624
279,Langeskov,55.36,10.58,16.0,87,0,1.0,DK,1596229898
280,Kampot,10.62,104.18,26.0,94,75,6.2,KH,1596229898
281,Bandarbeyla,9.49,50.81,26.27,76,2,15.29,SO,1596229899
282,Lieksa,63.32,30.02,10.69,80,75,4.26,FI,1596229899
283,Bantogon,6.53,124.03,25.31,75,82,1.78,PH,1596229899
284,Grants Pass,42.44,-123.33,33.0,21,1,2.1,US,1596229899
285,Aykhal,66.0,111.5,12.0,66,0,2.0,RU,1596229684
286,Presidencia Roque Sáenz Peña,-26.79,-60.44,19.98,53,21,2.77,AR,1596229801
287,Zhigansk,66.77,123.37,13.97,67,0,5.46,RU,1596229900
288,Chara,56.91,118.26,15.43,85,100,1.01,RU,1596229901
289,Sunnyside,46.32,-120.01,39.44,32,1,0.31,US,1596229901
290,Çermik,38.14,39.45,28.0,32,0,4.6,TR,1596229901
291,Ambilobe,-13.2,49.05,20.83,87,25,1.72,MG,1596229901
292,Quesnel,53.0,-122.5,26.0,57,1,1.5,CA,1596229863
293,Rocha,-34.48,-54.33,11.14,88,100,1.68,UY,1596229721
294,Umba,66.69,34.34,11.31,83,85,2.83,RU,1596229902
295,Vardø,70.37,31.11,9.0,87,75,8.7,NO,1596229902
296,Paamiut,61.99,-49.67,6.9,94,100,4.19,GL,1596229902
297,Mossamedes,-15.2,12.15,19.05,88,20,2.64,AO,1596229902
298,Muros,42.78,-9.06,18.89,90,64,0.89,ES,1596229902
299,San Diego de la Unión,21.47,-100.87,24.44,56,97,0.89,MX,1596229903
300,Faya,18.39,42.45,18.0,100,75,5.1,SA,1596229903
301,Nichinan,31.6,131.37,22.0,100,75,1.5,JP,1596229903
302,Adrar,20.5,-10.07,37.67,25,11,3.53,MR,1596229761
303,Saint-Pierre,-21.34,55.48,21.0,73,20,3.1,RE,1596229903
304,Palkino,57.54,28.01,14.0,93,75,1.0,RU,1596229904
305,Inhambane,-23.86,35.38,17.43,82,9,3.34,MZ,1596229904
306,Taltal,-25.4,-70.48,20.57,39,0,1.41,CL,1596229904
307,Shrewsbury,52.71,-2.75,21.0,77,100,4.1,GB,1596229904
308,Alice,27.75,-98.07,35.0,53,20,6.2,US,1596229904
309,Huarmey,-10.07,-78.15,18.67,69,25,2.99,PE,1596229904
310,Rørvik,64.86,11.24,13.0,100,20,3.1,NO,1596229905
311,Meulaboh,4.14,96.13,23.92,81,100,1.54,ID,1596229905
312,Chākuliā,22.48,86.72,27.77,86,95,2.33,IN,1596229905
313,Dudinka,69.41,86.18,15.0,93,100,4.0,RU,1596229905
314,Chui,-33.7,-53.46,10.76,89,100,1.79,UY,1596229905
315,Fort Nelson,58.81,-122.7,28.0,34,20,4.6,CA,1596229905
316,Aketi,2.74,23.78,24.86,72,100,0.25,CD,1596229906
317,Kānt,27.8,79.8,28.91,76,87,2.77,IN,1596229906
318,Kumul,42.8,93.45,23.06,21,1,5.81,CN,1596229906
319,Boa Vista,2.82,-60.67,31.0,55,40,2.6,BR,1596229906
320,Gigmoto,13.78,124.39,25.94,84,100,1.95,PH,1596229906
321,Carnarvon,-24.87,113.63,16.0,82,0,6.2,AU,1596229906
322,Bumba,2.18,22.47,24.7,72,74,0.39,CD,1596229907
323,Eureka,40.8,-124.16,20.0,44,27,1.34,US,1596229875
324,Red Bank,40.35,-74.06,27.22,94,90,3.22,US,1596229907
325,Mucurapo,10.67,-61.53,32.78,62,13,4.53,TT,1596229907
326,Richards Bay,-28.78,32.04,16.5,86,0,3.01,ZA,1596229612
327,Jaciara,-15.97,-54.97,30.81,23,0,2.22,BR,1596229907
328,Mount Gambier,-37.83,140.77,9.0,76,3,6.7,AU,1596229908
329,Tommot,58.96,126.29,13.86,83,94,1.72,RU,1596229908
330,Torbay,47.67,-52.73,17.78,93,90,1.5,CA,1596229908
331,Kyra,49.58,111.98,13.75,85,53,0.82,RU,1596229908
332,Noumea,-22.28,166.46,22.22,93,75,1.5,NC,1596229247
333,Deoli,25.75,75.38,29.6,70,70,2.33,IN,1596229908
334,São Filipe,14.9,-24.5,24.21,77,39,4.24,CV,1596229909
335,Nikitinskiy,54.58,86.01,14.16,80,100,1.02,RU,1596229909
336,East London,-33.02,27.91,16.09,64,0,1.61,ZA,1596229909
337,Buala,-8.14,159.59,27.72,77,75,3.18,SB,1596229909
338,Burnie,-41.07,145.92,10.0,92,100,0.89,AU,1596229909
339,Marabu,4.41,114.01,24.0,94,20,1.95,MY,1596229910
340,Sainte-Suzanne,-20.91,55.61,20.0,77,3,4.6,RE,1596229910
341,Kotovo,50.32,44.8,18.21,83,100,3.25,RU,1596229910
342,Acaraú,-2.89,-40.12,26.42,68,73,7.55,BR,1596229873
343,Khandyga,62.67,135.6,16.38,51,14,0.77,RU,1596229910
344,Banda Aceh,5.56,95.32,26.78,72,99,4.75,ID,1596229910
345,Ode,7.79,5.71,20.2,98,99,2.82,NG,1596229911
346,Batagay,67.63,134.63,13.33,62,0,1.29,RU,1596229911
347,Gizo Government Station,-8.1,156.84,26.5,87,100,6.36,SB,1596229911
348,Kahramanmaraş Province,38.0,37.0,28.0,61,0,10.3,TR,1596229911
349,Bingöl,38.88,40.49,23.68,38,1,1.98,TR,1596229911
350,Mato Verde,-15.4,-42.87,22.22,41,0,3.75,BR,1596229911
351,Dumas,35.87,-101.97,30.0,39,1,4.61,US,1596229912
352,Venado Tuerto,-33.75,-61.97,15.0,35,0,1.34,AR,1596229912
353,Camaná,-16.62,-72.71,17.79,67,5,1.85,PE,1596229762
354,Swift Current,50.28,-107.8,25.0,44,40,3.6,CA,1596229912
355,Kaka,37.35,59.61,24.08,30,0,3.61,TM,1596229912
356,Leku,6.87,38.45,14.9,89,100,1.24,ET,1596229912
357,Necochea,-38.55,-58.74,8.89,83,0,1.34,AR,1596229614
358,Arrondissement de Verdun,49.25,5.33,26.11,53,58,2.56,FR,1596229913
359,Sisimiut,66.94,-53.67,7.91,87,100,6.09,GL,1596229765
360,Nouadhibou,20.93,-17.03,27.0,78,24,5.7,MR,1596229913
361,Kaitangata,-46.28,169.85,11.67,81,100,2.24,NZ,1596229686
362,Sarāhan,31.52,77.8,16.19,74,10,0.36,IN,1596229913
363,Barcelona,41.39,2.16,28.33,88,0,1.0,ES,1596229665
364,Gushikawa,26.35,127.87,28.0,88,20,2.6,JP,1596229914
365,Bobo-Dioulasso,11.18,-4.3,20.81,91,100,10.29,BF,1596229914
366,Vao,-22.67,167.48,20.66,79,40,10.93,NC,1596229914
367,Cordele,31.96,-83.78,25.0,88,40,2.6,US,1596229644
368,Nelson Bay,-32.72,152.15,7.78,100,16,1.0,AU,1596229914
369,Grøa,62.65,8.72,15.0,87,100,2.1,NO,1596229914
370,Puerto Suárez,-18.95,-57.8,30.0,42,17,1.5,BO,1596229915
371,Alappuzha,9.49,76.33,25.99,87,100,4.19,IN,1596229915
372,Prince Rupert,54.32,-130.32,24.0,53,1,2.1,CA,1596229915
373,Kabalo,-6.05,26.92,26.85,35,11,2.74,CD,1596229915
374,Alcúdia,39.85,3.12,28.33,83,0,0.5,ES,1596229915
